type,id,locator,portuguese_source,english_applied,reviewed_english,brand,keywords,search_text,notes
food,5b57eb80-0398-5974-9002-761038429c84,,Presunto,Presunto,Cured Ham,,"[""presunto"",""ham""]",presunto presunto ham,
food,45939569-c7c0-5f81-a838-54a16d38980b,,Proteína texturizada de soja,Texturizada Soy,,,"[""proteína"",""proteina"",""texturizada"",""soja"",""soy""]",texturizada soy texturizada soy,
food,199ed8a4-2746-53dd-855c-cd4b5c0fbded,,Pudim de leite e ovos,Pudim Milk Eggs,,,"[""pudim"",""pudding"",""leite"",""milk"",""ovos"",""eggs""]",pudim milk eggs pudim milk eggs pudding,
food,8b8df18d-7237-5efb-922c-a5cffeb05255,,Pudim flan caseiro,Pudim Flan Caseiro,"Pudim Flan, Homemade",,"[""pudim"",""pudding"",""flan"",""caseiro""]",pudim flan caseiro pudim flan caseiro pudding,
food,a5ca6f29-00be-5b20-b93a-10d82ab9710e,,Pudim instantâneo em pó,Instant Pudding Powder,,,"[""pudim"",""pudding"",""instantâneo"",""instantaneo"",""instant"",""powder""]",instant pudding powder instant pudding powder pudim instantaneo,
food,f4dfa202-346e-5324-a0a5-92b61ab4a921,,Pudim instantâneo preparado com leite magro,Instant Pudding Prepared with Skimmed Milk,"Instant Pudding, Prepared with Skimmed Milk",,"[""pudim"",""pudding"",""instantâneo"",""instantaneo"",""preparado"",""leite"",""milk"",""magro"",""lean"",""light"",""instant"",""prepared"",""with"",""skimmed""]",instant pudding prepared with skimmed milk instant pudding prepared with skimmed milk pudim instantaneo preparado lean light,
food,92227cff-9c06-543a-9ba6-dc1ccf9d0df7,,Pudim instantâneo preparado com leite meio gordo,Instant Pudding Prepared with Semi-Skimmed Milk,"Instant Pudding, Prepared with Semi-Skimmed Milk",,"[""pudim"",""pudding"",""instantâneo"",""instantaneo"",""preparado"",""leite"",""milk"",""meio"",""gordo"",""fatty"",""instant"",""prepared"",""with"",""semi"",""skimmed""]",instant pudding prepared with semi skimmed milk instant pudding prepared with semi skimmed milk pudim instantaneo preparado fatty,
food,5befad16-b9b5-5538-8846-7e00cfd21251,,"Pulmões de porco, crus",Pulmoes Pork,Lungs Pork,,"[""pulmões"",""pulmoes"",""pulmõe"",""pulmão"",""porco"",""pork"",""crus"",""raw"",""pulmoe"",""pulmao""]",pulmoes pork pulmoes pork pulmoe pulmao,
food,43538ad1-3329-5fc7-9c29-2984b71cf448,,Puré de batata,Pure Potato,,,"[""puré"",""pure"",""batata"",""potato""]",pure potato pure potato,
food,9cc7a921-5eac-5628-adf3-d13d6908199a,,"Pá de carneiro assada, sem molho",Pa Mutton Roasted Sauce,"Shoulder Mutton, Roasted without Sauce",,"[""carneiro"",""mutton"",""lamb"",""assada"",""roasted"",""molho"",""sauce"",""pa""]",pa mutton roasted sauce pa mutton roasted sauce carneiro lamb,
food,5fdf1bce-ee5f-5ff9-a085-eebb47bfaf86,,"Pá de carneiro, assada com azeite e margarina",Pa Mutton Roasted Olive Oil Margarine,Shoulder Mutton Roasted Olive Oil Margarine,,"[""carneiro"",""mutton"",""lamb"",""assada"",""roasted"",""azeite"",""olive"",""oil"",""margarina"",""margarine"",""pa""]",pa mutton roasted olive oil margarine pa mutton roasted olive oil margarine carneiro lamb margarina,
food,03f22afd-c22f-5c0f-a257-3db595a20653,,"Pá de carneiro, assada com margarina",Pa Mutton Roasted Margarine,Shoulder Mutton Roasted Margarine,,"[""carneiro"",""mutton"",""lamb"",""assada"",""roasted"",""margarina"",""margarine"",""pa""]",pa mutton roasted margarine pa mutton roasted margarine carneiro lamb margarina,
food,226f4392-b677-5b17-9ac3-e0fcecd4795b,,"Pá de carneiro, cozida",Pa Mutton Cooked,"Shoulder Mutton, Cooked",,"[""carneiro"",""mutton"",""lamb"",""cozida"",""cooked"",""boiled"",""pa""]",pa mutton cooked pa mutton cooked carneiro lamb,
food,5d2dd903-a64f-5345-bd46-ab6cbb789bab,,"Pá de carneiro, crua",Pa Mutton Raw,"Shoulder Mutton, Raw",,"[""carneiro"",""mutton"",""lamb"",""crua"",""raw"",""pa""]",pa mutton raw pa mutton raw carneiro lamb,
food,c0719021-2def-5c96-9d9e-f628ec8304d3,,"Pá de carneiro, estufada sem molho",Pa Mutton Stewed Sauce,"Shoulder Mutton, Stewed without Sauce",,"[""carneiro"",""mutton"",""lamb"",""estufada"",""stewed"",""molho"",""sauce"",""pa""]",pa mutton stewed sauce pa mutton stewed sauce carneiro lamb estufada,
food,17260c50-f2bf-5627-8757-03108cad780f,,Pá de vitela crua,Pa Veal Raw,"Shoulder Veal, Raw",,"[""vitela"",""veal"",""crua"",""raw"",""pa""]",pa veal raw pa veal raw vitela,
food,cb3c00db-4207-5202-ba61-c018cabc3e96,,Pão (branco),White Bread,,,"[""pão"",""pães"",""bread"",""branco"",""white"",""trigo"",""wheat"",""pao""]",white bread white bread wheat,
food,465554b5-d353-5db6-997e-234456d864d6,,Pão (integral),Wholegrain Bread,,,"[""pão"",""integral"",""pães"",""integrais"",""wholemeal"",""grain"",""bread"",""trigo"",""wheat"",""pao"",""wholegrain""]",wholegrain bread wholegrain bread integrais wholemeal grain wheat,
food,891764fc-7920-514f-a552-9889c6d164e6,,Pão de Cachorro,Bread Cachorro,,,"[""pão"",""bun"",""cachorro"",""hot"",""dog"",""pao"",""bread""]",bread cachorro bread cachorro bun hot dog,
food,01592812-d76f-53ab-89d3-75846476ac26,,Pão de centeio,Rye Bread,,,"[""pão"",""pao"",""bread"",""centeio"",""rye""]",rye bread rye bread,
food,671e2e81-f657-5f8c-9d13-dfeeb68e5dd2,,Pão de centeio integral,Wholegrain Rye Bread,,,"[""pão"",""pao"",""bread"",""centeio"",""integral"",""wholegrain"",""wholemeal"",""rye""]",wholegrain rye bread wholegrain rye bread wholemeal,
food,20a24392-b597-5ba7-851d-079a0c137d5b,,Pão de Forma,Bread Forma,,Continente,"[""pão"",""forma"",""sliced"",""bread"",""pao"",""continente""]",bread forma continente bread forma continente sliced,
food,94f44457-06a8-5ebe-8acb-99ca23991c74,,"Pão de forma, de trigo com passas",Bread Forma Wheat Passas,,,"[""pão"",""pao"",""bread"",""forma"",""trigo"",""wheat"",""passas"",""passa""]",bread forma wheat passas bread forma wheat passas passa,
food,39820cb6-77a2-5d55-986a-b48dcf87c085,,"Pão de forma, de trigo enriquecido",Bread Forma Wheat,,,"[""pão"",""pao"",""bread"",""forma"",""trigo"",""wheat"",""enriquecido""]",bread forma wheat bread forma wheat,
food,467c356d-d735-55c4-81bd-7c48f413736f,,Pão de Hamburger,Bread Hamburger,,,"[""pão"",""bun"",""hambúrgueres"",""hamburgers"",""burger"",""pao"",""bread"",""hamburger"",""hamburgueres""]",bread hamburger bread hamburger bun hamburgueres hamburgers burger,
food,927b282b-97f2-5b82-8f3a-1ac9213c0d6f,,Pão de leite (trigo),Bread Milk (wheat),,,"[""pão"",""pao"",""bread"",""leite"",""milk"",""trigo"",""wheat""]",bread milk wheat bread milk wheat,
food,9f4fa2d2-2a62-5223-8385-2b9f7cf282f1,,Pão de ló,Bread Lo,,,"[""pão"",""pao"",""bread"",""lo""]",bread lo bread lo,
food,6387c550-a7b4-5869-8dd0-5c1ad3d5c48e,,Pão de milho,Bread,,,"[""pão"",""pao"",""bread"",""milho"",""corn"",""maize""]",bread bread corn maize,
food,f18dcd09-3d14-5d51-9664-2031612bc292,,Pão de mistura de trigo e centeio,Bread Mistura Wheat,Bread Mixed Wheat,,"[""pão"",""pao"",""bread"",""mistura"",""trigo"",""wheat"",""centeio""]",bread mistura wheat bread mistura wheat,
food,71cfb88d-9280-5e7f-b0c1-87625030ff7c,,Pão de trigo,Wheat Bread,,,"[""pão"",""pao"",""bread"",""trigo"",""wheat""]",wheat bread wheat bread,
food,e22727b9-909c-5ccb-bc75-fb2463fab223,,Pão de trigo integral,Wholegrain Wheat Bread,,,"[""pão"",""pao"",""bread"",""trigo"",""wheat"",""integral"",""wholegrain"",""wholemeal""]",wholegrain wheat bread wholegrain wheat bread wholemeal,
food,06fdfb1a-4e2f-5959-85fd-64f6819b3db3,,Pão de trigo integral com passas,Bread Wheat Passas,,,"[""pão"",""pao"",""bread"",""trigo"",""wheat"",""integral"",""wholegrain"",""wholemeal"",""passas"",""passa""]",bread wheat passas bread wheat passas wholegrain wholemeal passa,
food,4625e502-057d-5802-a25c-9e6e0573b949,,Pão de trigo integral com sementes de sésamo,Bread Wheat Seeds Sesamo,,,"[""pão"",""pao"",""bread"",""trigo"",""wheat"",""integral"",""wholegrain"",""wholemeal"",""sementes"",""semente"",""seeds"",""sésamo"",""sesamo""]",bread wheat seeds sesamo bread wheat seeds sesamo wholegrain wholemeal,
food,c829e36d-0175-5a8e-add1-e31c8df8ac54,,Pão de trigo integral com soja,Bread Wheat Soy,,,"[""pão"",""pao"",""bread"",""trigo"",""wheat"",""integral"",""wholegrain"",""wholemeal"",""soja"",""soy""]",bread wheat soy bread wheat soy wholegrain wholemeal,
food,9a9bfef1-fd2a-5e81-9d7d-a07669cbde96,,Pão do coração (trigo),Heart-Healthy Wheat Bread,,,"[""pão"",""pao"",""bread"",""coração"",""coracao"",""trigo"",""wheat"",""heart"",""healthy""]",heart healthy wheat bread heart healthy wheat bread coracao,
food,83685a14-5a26-5137-9dd0-c5b3e39829ff,,Pão pita,Bread Pita,,,"[""pão"",""pao"",""bread"",""pita""]",bread pita bread pita,
food,e729f219-44f3-55ec-b7b7-832a99b63f43,,Pão ralado,Bread Grated,"Bread, Grated",,"[""pão"",""pao"",""bread"",""ralado"",""grated""]",bread grated bread grated,
food,be819059-513b-5887-8159-820642c7297d,,"Pé de porco, cru",Pe Pork Raw,"Pe Pork, Raw",,"[""porco"",""pork"",""cru"",""raw"",""pe""]",pe pork raw pe pork raw,
food,72576f04-b996-570f-b77d-e24181a2da19,,Pêra,Pear (Pears),,,"[""fruta"",""fruit"",""pêras"",""pears"",""pêra"",""pera"",""pear""]",pear pears pear pears,
food,d467383b-5d83-51ff-af54-4cc8a10216e0,,Pêssego,Peach,,,"[""fruta"",""fruit"",""pêssegos"",""peaches"",""pêssego"",""pessego"",""peach""]",peach peach peaches,
food,0d8a17f0-2d7a-52b9-9bfb-392b4892125b,,Pêssego (2 variedades),Peach (2 Varieties),,,"[""pêssego"",""pêssegos"",""pessego"",""pessegos"",""peach"",""peaches"",""fruta"",""fruit"",""varieties""]",peach 2 varieties peach varieties peaches,
food,f59a30ff-fb1f-5c48-845c-9a1e79847d45,,"Pêssego, conserva em calda de açúcar",Peach Canned in Sugar Syrup,,,"[""pêssego"",""pessego"",""peach"",""conserva"",""canned"",""calda"",""açúcar"",""acucar"",""sugar"",""in"",""syrup""]",peach canned in sugar syrup peach canned in sugar syrup,
food,7c02e28c-fe1e-5117-bccf-a6acef8262b9,,Pó achocolatado com alto teor de gordura,High-Fat Chocolate Drink Powder,,,"[""achocolatado"",""alto"",""gordura"",""high"",""fat"",""chocolate"",""drink"",""powder""]",high fat chocolate drink powder high fat chocolate drink powder achocolatado alto gordura,
food,0c66b2dd-3bc2-5b5c-9eee-3ec2f0c895b4,,Pó achocolatado com baixo teor de gordura,Low-Fat Chocolate Drink Powder,,,"[""achocolatado"",""baixo"",""gordura"",""low"",""fat"",""chocolate"",""drink"",""powder""]",low fat chocolate drink powder low fat chocolate drink powder achocolatado baixo gordura,
food,aee0421e-12ae-5edc-b0f6-549e63621ace,,Queijada de queijo fresco,Queijada Cheese Fresh,"Curd Tart Cheese, Fresh",,"[""queijada"",""queijo"",""cheese"",""fresco"",""fresh""]",queijada cheese fresh queijada cheese fresh,
food,3559bcb6-bf92-59f2-8ffd-17d8184fb985,,Queijada de queijo magro,Queijada Cheese Lean,"Curd Tart Cheese, Lean",,"[""queijada"",""queijo"",""cheese"",""magro"",""lean"",""light""]",queijada cheese lean queijada cheese lean light,
food,5ce767dd-1639-5c3c-8976-6d780a6ca204,,Queijada de requeijão,Queijada Requeijao,Curd Tart Curd Cheese,,"[""queijada"",""requeijão"",""requeijao"",""curd"",""cheese""]",queijada requeijao queijada requeijao curd cheese,
food,23e570aa-de50-583d-b50e-82f86b80aa5d,,Queijo,Cheese,,Terra Nostra,"[""queijos"",""cheeses"",""queijo"",""cheese"",""terra"",""nostra""]",cheese terra nostra cheese terra nostra queijos cheeses,
food,cbedc886-45b0-581e-bb3d-68e5349d4d78,,Queijo Amarelo da Beira Baixa,Cheese Beira Baixa,,,"[""queijo"",""cheese"",""amarelo"",""yellow"",""beira"",""baixa""]",cheese beira baixa cheese beira baixa,
food,a2e95471-d58b-5cc3-9559-c97a9310c04d,,Queijo Azul,Cheese Azul,,,"[""quaijo"",""azul"",""blue"",""cheese"",""roquefort"",""gorgonzola"",""queijo""]",cheese azul cheese azul quaijo blue roquefort gorgonzola,
food,637b2358-63ad-5750-9961-2c2fa6f1843f,,Queijo Brie,Cheese Brie,,,"[""queijo"",""cheese"",""brie""]",cheese brie cheese brie,
food,39d01be8-3e45-5853-9fc4-25942c74e44f,,Queijo Camembert,Cheese Camembert (Variant 1),,,"[""queijo"",""cheese"",""camembert"",""variant""]",cheese camembert variant 1 cheese camembert variant,
food,4e108803-f554-5797-aa61-7f4945424132,,Queijo Camembert,Cheese Camembert (Continente),,Continente,"[""queijo"",""camembert"",""cheese"",""continente""]",cheese camembert continente continente cheese camembert continente,
food,05c6e31e-28ca-577b-9e57-2fa1fe2f64bd,,Queijo Cheddar,Cheese Cheddar,,,"[""queijo"",""cheese"",""cheddar""]",cheese cheddar cheese cheddar,
food,5c54d9e9-2c7c-5c2e-8b9c-b8228a58803a,,Queijo creme para barrar,Cream Cheese Spread,,,"[""queijo"",""cheese"",""creme"",""cream"",""barrar"",""spread""]",cream cheese spread cream cheese spread creme,
food,1136e988-0f37-5da7-ba04-23f15c95eec0,,"Queijo creme para barrar, alto teor polinsaturados",Cream Cheese Spread High in Polyunsaturates,,,"[""queijo"",""cheese"",""creme"",""cream"",""barrar"",""alto"",""polinsaturados"",""polinsaturado"",""spread"",""high"",""in"",""polyunsaturates""]",cream cheese spread high in polyunsaturates cream cheese spread high in polyunsaturates creme alto,
food,3c6dac58-2d64-5404-914b-7745b7746972,,Queijo de Azeitão,Cheese Azeitao,Azeitão Cheese,,"[""queijo"",""cheese"",""azeitão"",""azeitao""]",cheese azeitao cheese azeitao,
food,d5bcbf42-dba5-5063-9a12-ffd285b02051,,Queijo de cabra,Cheese Cabra,Cheese Goat,,"[""queijo"",""cheese"",""cabra""]",cheese cabra cheese cabra,
food,e2f26763-3291-5906-be17-4830884f3a35,,Queijo de Cabra (macio),Cheese Cabra (macio),Cheese Goat (Soft),,"[""queijos"",""cabra"",""goat"",""cheese"",""queijo"",""macio""]",cheese cabra macio cheese cabra macio queijos goat,
food,ec522d27-afac-5c05-936f-49c83acadf5a,,"Queijo de cabra atabafado, curado",Aged Atabafado Goat Cheese,Aged Wrapped Goat Cheese,,"[""queijo"",""cheese"",""cabra"",""atabafado"",""curado"",""aged"",""goat""]",aged atabafado goat cheese aged atabafado goat cheese cabra curado,
food,51642835-7d19-5151-8c5d-1d0c4fdca8e4,,"Queijo de cabra atabafado, fresco",Cheese Cabra Atabafado Fresh,"Cheese Goat Wrapped, Fresh",,"[""queijo"",""cheese"",""cabra"",""atabafado"",""fresco"",""fresh""]",cheese cabra atabafado fresh cheese cabra atabafado fresh,
food,6f5963a9-f75f-5b7d-99d0-a2862e13766b,,Queijo de cabra curado,Aged Goat Cheese,,,"[""queijo"",""cheese"",""cabra"",""curado"",""queijos"",""goat"",""aged""]",aged goat cheese aged goat cheese cabra curado queijos,
food,601c03b0-b77b-5983-a5c5-fe50db537a29,,Queijo de Castelo Branco,Cheese Castelo White,,,"[""queijo"",""cheese"",""castelo"",""branco"",""white""]",cheese castelo white cheese castelo white,
food,e36c01e9-6687-57a5-b9c5-87ce774adbec,,"Queijo de mistura (vaca, cabra e ovelha)",Cheese Mistura (beef Cabra Ovelha),Cheese Mixed (beef Goat Sheep),,"[""queijo"",""cheese"",""mistura"",""vaca"",""beef"",""cabra"",""ovelha""]",cheese mistura beef cabra ovelha cheese mistura beef cabra ovelha vaca,
food,5024ff3f-c9f8-5740-b3c8-c0c7e5f2596c,,Queijo de Nisa,Cheese Nisa,,,"[""queijo"",""cheese"",""nisa""]",cheese nisa cheese nisa,
food,7b703bf9-6e4b-5807-930e-e03f586f5170,,Queijo de ovelha curado,Aged Sheep Cheese,,,"[""queijo"",""cheese"",""ovelha"",""curado"",""aged"",""sheep""]",aged sheep cheese aged sheep cheese ovelha curado,
food,06fbb0bd-b5dd-5ad1-a72f-6d3a0e601f67,,"Queijo de ovelha, amanteigado",Cheese Ovelha Amanteigado,"Cheese Sheep, Creamy",,"[""queijo"",""cheese"",""ovelha"",""amanteigado""]",cheese ovelha amanteigado cheese ovelha amanteigado,
food,bca985ec-6b66-55d7-80e7-c790207f68fe,,Queijo de vaca curado,Aged Cow Cheese,,,"[""queijo"",""cheese"",""vaca"",""beef"",""curado"",""aged"",""cow""]",aged cow cheese aged cow cheese vaca beef curado,
food,f9acdcec-6ade-5053-a90f-ec5f13bccf82,,"Queijo de vaca curado, magro",Lean Aged Cow Cheese,,,"[""queijo"",""cheese"",""vaca"",""beef"",""curado"",""magro"",""lean"",""light"",""aged"",""cow""]",lean aged cow cheese lean aged cow cheese vaca beef curado light,
food,bb238ed1-4259-5764-813b-6449b2b34751,,"Queijo de vaca curado, meio gordo",Semi-Fat Aged Cow Cheese,,,"[""queijo"",""cheese"",""vaca"",""beef"",""curado"",""meio"",""gordo"",""fatty"",""semi"",""fat"",""aged"",""cow""]",semi fat aged cow cheese semi fat aged cow cheese vaca beef curado fatty,
food,42914590-2ccd-5b9e-8a6e-fe6c27779a7f,,"Queijo de vaca, amanteigado",Cheese Beef Amanteigado,"Cheese Beef, Creamy",,"[""queijo"",""cheese"",""vaca"",""beef"",""amanteigado""]",cheese beef amanteigado cheese beef amanteigado vaca,
food,15c44f78-599e-5b86-8fc5-05a122806b76,,Queijo de Évora,Cheese Evora,,,"[""queijo"",""cheese"",""évora"",""evora""]",cheese evora cheese evora,
food,535f91b2-ca3f-56d3-bed0-03e34ed5a339,,Queijo Emmental,Cheese Emmental,,,"[""queijo"",""cheese"",""emmental""]",cheese emmental cheese emmental,
food,cbd7ed39-c123-520c-89bf-bebae47992b3,,Queijo flamengo,Cheese Flamengo,,,"[""queijo"",""cheese"",""flamengo""]",cheese flamengo cheese flamengo,
food,efe8bee1-e06d-5858-a5d5-5adfef28d65c,,Queijo flamengo light (-50% gordura),Cheese Flamengo Light (gordura),,,"[""queijo"",""cheese"",""flamengo"",""light"",""50%"",""gordura"",""50""]",cheese flamengo light gordura cheese flamengo light gordura 50,
food,b5d4e4f8-5bb5-5bf3-b8e9-977fa520bb59,,Queijo fresco (meio gordo),Fresh Queijos,Fresh Cheese,Amanhecer,"[""queijos"",""frescos"",""fresh"",""cheeses"",""queijo"",""cheese"",""fresco"",""meio"",""gordo"",""fatty"",""amanhecer""]",fresh queijos amanhecer fresh queijos amanhecer cheeses cheese fatty,
food,06e57e19-c3c6-53d3-a9b4-92affe50d238,,Queijo fresco açucarado com sabor a fruta,Sweetened Fresh Cheese with Fruit Flavour,,,"[""queijo"",""cheese"",""fresco"",""açucarado"",""acucarado"",""sweetened"",""sabor"",""fruta"",""fruit"",""fresh"",""with"",""flavour""]",sweetened fresh cheese with fruit flavour sweetened fresh cheese with fruit flavour sabor,
food,94fc2554-d179-5268-a21d-c2d7b799c4d0,,Queijo fresco de cabra,Cheese Fresh Cabra,Cheese Fresh Goat,,"[""queijo"",""cheese"",""fresco"",""cabra"",""fresh""]",cheese fresh cabra cheese fresh cabra,
food,9f45246f-3579-55ea-8358-d7e8b6edeae1,,Queijo fresco de ovelha,Cheese Fresh Ovelha,Cheese Fresh Sheep,,"[""queijo"",""cheese"",""fresco"",""ovelha"",""fresh""]",cheese fresh ovelha cheese fresh ovelha,
food,249e197a-7d74-5005-a594-3e70b03dcb84,,Queijo fresco magro,Cheese Fresh Lean,"Cheese Fresh, Lean",,"[""queijo"",""cheese"",""fresco"",""magro"",""lean"",""light"",""fresh""]",cheese fresh lean cheese fresh lean light,
food,c8b2a58a-0f33-5654-9849-9ee664e0cab6,,Queijo fresco meio gordo,Semi-Fat Fresh Cheese,,,"[""queijo"",""cheese"",""fresco"",""meio"",""gordo"",""fatty"",""semi"",""fat"",""fresh""]",semi fat fresh cheese semi fat fresh cheese fatty,
food,6b5df1b4-becd-5965-a86d-49f679501778,,Queijo fundido 40% gordura,Cheese Fundido Gordura,,,"[""queijo"",""cheese"",""fundido"",""40%"",""gordura"",""40""]",cheese fundido gordura cheese fundido gordura 40,
food,c625e6f1-6eda-50e0-82b9-62a1b29e1bd1,,Queijo Gouda,Cheese Gouda,,,"[""queijo"",""cheese"",""gouda""]",cheese gouda cheese gouda,
food,012d1113-14da-5563-a7f8-0d6144dd2233,,Queijo Gruyère,Cheese Gruyere,,,"[""queijo"",""cheese"",""gruyère"",""gruyere""]",cheese gruyere cheese gruyere,
food,a57ba9ba-e38b-593a-88d4-30a4c634f9a2,,Queijo Mascarpone,Cheese Mascarpone,,,"[""queijo"",""cheese"",""mascarpone""]",cheese mascarpone cheese mascarpone,
food,e6f06005-b762-56ed-b3b1-26f1cbdf1735,,Queijo Mestiço de Tolosa,Cheese Mestico Tolosa,,,"[""queijo"",""cheese"",""mestiço"",""mestico"",""tolosa""]",cheese mestico tolosa cheese mestico tolosa,
food,fd0ddd2f-ac95-5ff1-8de3-c4dce9e57e7f,,Queijo Mozzarella,Cheese Mozzarella,,Continente,"[""queijo"",""mozzarella"",""cheese"",""continente""]",cheese mozzarella continente cheese mozzarella continente,
food,325606ac-5572-5c04-af76-64d25500572c,,Queijo Mozzarella fresco,Cheese Mozzarella Fresh,"Cheese Mozzarella, Fresh",,"[""queijo"",""cheese"",""mozzarella"",""fresco"",""fresh""]",cheese mozzarella fresh cheese mozzarella fresh,
food,71954c94-c17a-597d-9ac8-330bbb91b5a8,,Queijo Mozzarella ralado,Cheese Mozzarella Grated,"Cheese Mozzarella, Grated",Continente,"[""queijo"",""mozzarella"",""cheese"",""ralado"",""continente"",""grated""]",cheese mozzarella grated continente cheese mozzarella grated continente,
food,00b99c72-aaeb-54a0-8346-b7e4438c50b8,,Queijo Parmesão,Cheese Parmesao,Parmesan Cheese,,"[""queijo"",""parmesão"",""parmigiano"",""cheese"",""parmesao""]",cheese parmesao cheese parmesao parmigiano,
food,0cbbde7a-4abb-5e27-ad1b-798e224daf05,,Queijo Philadelphia,Cheese Philadelphia,,,"[""queijo"",""philadelphia"",""cheese"",""cream"",""spreads""]",cheese philadelphia cheese philadelphia cream,
food,3a8b932b-495c-546c-b29a-3c32653e4346,,Queijo Quark açucarado magro com sabor a fruta,Cheese Quark Lean Sabor,,,"[""queijo"",""cheese"",""quark"",""açucarado"",""acucarado"",""sweetened"",""magro"",""lean"",""light"",""sabor"",""fruta"",""fruit""]",cheese quark lean sabor cheese quark lean sabor sweetened light,
food,bf2d0777-97a6-5ccd-8675-7dc48b396bb4,,Queijo Quark natural magro,Cheese Quark Lean,"Cheese Quark, Lean",,"[""queijo"",""cheese"",""quark"",""magro"",""lean"",""light""]",cheese quark lean cheese quark lean light,
food,7d99fb52-8aa2-52d6-ae27-7a5b0a2530bc,,Queijo Quark natural meio gordo,Semi-Fat Natural Quark,,,"[""queijo"",""cheese"",""quark"",""meio"",""gordo"",""fatty"",""semi"",""fat"",""natural""]",semi fat natural quark semi fat natural quark cheese fatty,
food,70875ae6-ab32-52a0-9228-f9e75e19848f,,Queijo Raclette,Cheese Raclette,,,"[""queijo"",""cheese"",""raclette""]",cheese raclette cheese raclette,
food,fa335740-d8b8-51d8-8604-7775d722c4c2,,Queijo Ricotta,Cheese Ricotta,,Galbani,"[""queijo"",""ricotta"",""cheese"",""galbani""]",cheese ricotta galbani cheese ricotta galbani,
food,1dbc553d-aae1-5f2d-acca-0791a8526244,,Queijo Roquefort,Cheese Roquefort,,,"[""queijo"",""cheese"",""roquefort""]",cheese roquefort cheese roquefort,
food,e7985de5-4e6b-5889-919a-8ecc4dcc06aa,,Queijo Serpa,Cheese Serpa,,,"[""queijo"",""cheese"",""serpa""]",cheese serpa cheese serpa,
food,bc42db91-30fb-5d7f-bcf2-dfa23501d5ae,,Queijo Serra da Estrela,Cheese Serra Estrela,,,"[""queijo"",""cheese"",""serra"",""estrela""]",cheese serra estrela cheese serra estrela,
food,6d723397-0a2b-5334-8129-9edad287f6a7,,"Queijo Serra da Estrela, velho",Cheese Serra Estrela Velho,Aged Serra da Estrela Cheese,,"[""queijo"",""cheese"",""serra"",""estrela"",""velho""]",cheese serra estrela velho cheese serra estrela velho,
food,77ce62a9-aeb1-57c2-8b93-b957c90e9140,,Queijo São Jorge,Cheese Sao Jorge,São Jorge Cheese,,"[""queijo"",""cheese"",""são"",""sao"",""jorge""]",cheese sao jorge cheese sao jorge,
food,66fd5cf6-8d05-539a-abe6-e579494c1d6c,,Queque,Queque,,,"[""queque""]",queque queque,
food,d7c85915-f912-564d-b725-ac32c9c0d6c4,,Quiabo cru,Quiabo Raw,"Quiabo, Raw",,"[""quiabo"",""cru"",""raw""]",quiabo raw quiabo raw,
food,4ab8fa7d-a2c9-523c-8c86-ca5e487057a0,,Quiche de espinafres,Spinach Quiche,,,"[""quiche"",""espinafres"",""espinafre"",""spinach""]",spinach quiche spinach quiche espinafres espinafre,
food,a66eb2a3-d375-58e1-9902-946cbed109fd,,Quiche de vegetais,Quiche Vegetables,,,"[""quiche"",""vegetais"",""vegetai"",""vegetables""]",quiche vegetables quiche vegetables vegetai,
food,5af7bf1c-b736-565c-a105-1c653912f7bb,,Quiche lorraine,Quiche Lorraine,,,"[""quiche"",""lorraine""]",quiche lorraine quiche lorraine,
food,2808f4fb-9279-57fe-9a23-83da7f552648,,Rabanada,Rabanada,,,"[""rabanada""]",rabanada rabanada,
food,a014f5a3-69e1-5fd8-9321-86c5a89e08fd,,Rabanete,Rabanete,Radish,,"[""rabanetes"",""radishes"",""rabanete"",""radish""]",rabanete rabanete rabanetes radishes radish,
food,abd888df-56d2-54a2-bf85-56df58b95e68,,Rabanete cru,Rabanete Raw,"Radish, Raw",,"[""rabanete"",""rabanetes"",""radish"",""radishes"",""raw"",""cru"",""legume"",""vegetable""]",rabanete raw rabanete raw rabanetes radish radishes,
food,4fd2f395-59ff-5ce4-9d6c-190fe489fe6c,,Raia crua,Raia Raw,"Skate, Raw",,"[""raia"",""crua"",""raw""]",raia raw raia raw,
food,1c126956-bdcc-5ab3-9d61-6d331a78d7b8,,"Rancho com carne de galinha, porco e vaca","Rancho with Chicken, Pork and Beef",,,"[""rancho"",""carne"",""meat"",""galinha"",""porco"",""pork"",""vaca"",""beef"",""with"",""chicken"",""and""]",rancho with chicken pork and beef rancho with chicken pork and beef galinha vaca,
food,687a88a8-b6e4-5467-8329-e2fa26740345,,Rancho com carne de porco,Rancho with Pork,,,"[""rancho"",""carne"",""meat"",""porco"",""pork"",""with""]",rancho with pork rancho with pork,
food,3ce16a4e-6fcc-5fc8-a1f2-dd6db6ebc095,,Raspas de limão,Raspas Lemon,,,"[""limão"",""limões"",""lemons"",""raspas"",""zest"",""raspa"",""limao"",""lemon""]",raspas lemon raspas lemon lemons zest raspa,
food,163c888d-9ae8-5cc5-ae22-cd9d4c1ec641,,Rebentos de alfalfa crus,Rebentos Alfalfa,Sprouts Alfalfa,,"[""rebentos"",""rebento"",""alfalfa"",""crus"",""raw""]",rebentos alfalfa rebentos alfalfa rebento,
